"Order ID","Restaurant Name","Location","Order Time","Delivery Time","Delivery Duration (min)","Pizza Size","Pizza Type","Toppings Count","Distance (km)","Traffic Level","Payment Method","Is Peak Hour","Is Weekend","Delivery Efficiency (min/km)","Topping Density","Order Month","Payment Category","Estimated Duration (min)","Delay (min)","Is Delayed","Pizza Complexity","Traffic Impact","Order Hour","Restaurant Avg Time"
"ORD515","Pizza Hut","Plano, TX","2025-03-12 18:30:00","2025-03-12 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","March","Online","4.8","15.2","","2","1","18","29.948453608247"
"ORD516","Little Caesars","Lincoln, NE","2025-03-13 19:45:00","2025-03-13 20:25:00","40","XL","Cheese Burst","5","7.5","High","Card","1","","5.3333333333333","0.66666666666667","March","Online","18","22","1","20","3","19","28.844221105528"
"ORD517","Marco's Pizza","Boise, ID","2025-03-14 18:00:00","2025-03-14 18:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","March","Online","7.2","12.8","","4","1","18","30.286458333333"
"ORD518","Domino's","Reno, NV","2025-03-15 19:15:00","2025-03-15 19:45:00","30","Large","Deep Dish","4","6","Medium","UPI","1","1","5","0.66666666666667","March","Online","14.4","15.6","","12","2","19","30.259433962264"
"ORD519","Papa John's","Scottsdale, AZ","2025-03-16 20:30:00","2025-03-16 21:10:00","40","XL","Cheese Burst","5","8","High","Wallet","1","1","5","0.625","March","Online","19.2","20.8","1","20","3","20","28.186274509804"
"ORD520","Pizza Hut","Irving, TX","2025-03-17 18:45:00","2025-03-17 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","","8","0.4","March","Offline","6","14","","1","1","18","29.948453608247"
"ORD521","Domino's","Orlando, FL","2025-03-18 19:00:00","2025-03-18 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","March","Online","24","26","1","12","3","19","30.259433962264"
"ORD522","Papa John's","Madison, WI","2025-03-19 20:00:00","2025-03-19 20:35:00","35","Medium","Gluten-Free","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","March","Online","13.2","21.8","1","6","2","20","28.186274509804"
"ORD523","Pizza Hut","Lubbock, TX","2025-03-20 18:30:00","2025-03-20 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","March","Online","4.8","15.2","","2","1","18","29.948453608247"
"ORD524","Little Caesars","Chandler, AZ","2025-03-21 19:45:00","2025-03-21 20:25:00","40","XL","Stuffed Crust","5","7.5","High","Card","1","","5.3333333333333","0.66666666666667","March","Online","18","22","1","20","3","19","28.844221105528"
"ORD525","Marco's Pizza","Garland, TX","2025-03-22 18:00:00","2025-03-22 18:30:00","30","Medium","Non-Veg","3","4","Medium","UPI","1","1","7.5","0.75","March","Online","9.6","20.4","","6","2","18","30.286458333333"
"ORD526","Domino's","Glendale, AZ","2025-03-23 20:15:00","2025-03-23 21:00:00","45","Large","Veg","4","9","High","Cash","1","1","5","0.44444444444444","March","Offline","21.6","23.4","1","12","3","20","30.259433962264"
"ORD527","Papa John's","Akron, OH","2025-03-24 18:00:00","2025-03-24 18:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","March","Online","7.2","12.8","","4","1","18","28.186274509804"
"ORD528","Pizza Hut","Baton Rouge, LA","2025-03-25 19:15:00","2025-03-25 19:45:00","30","Large","Non-Veg","4","6","Medium","Wallet","1","","5","0.66666666666667","March","Online","14.4","15.6","","12","2","19","29.948453608247"
"ORD529","Little Caesars","Durham, NC","2025-03-26 20:30:00","2025-03-26 21:10:00","40","XL","Cheese Burst","5","8","High","Card","1","","5","0.625","March","Online","19.2","20.8","1","20","3","20","28.844221105528"
"ORD530","Marco's Pizza","Chula Vista, CA","2025-03-27 18:45:00","2025-03-27 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","","8","0.4","March","Offline","6","14","","1","1","18","30.286458333333"
"ORD531","Domino's","Fort Wayne, IN","2025-03-28 19:00:00","2025-03-28 19:50:00","50","Large","Non-Veg","4","10","High","Domino's Cash","1","","5","0.4","March","Offline","24","26","1","12","3","19","30.259433962264"
"ORD532","Papa John's","St. Petersburg, FL","2025-03-29 20:00:00","2025-03-29 20:35:00","35","Medium","Gluten-Free","3","5.5","Medium","Wallet","1","1","6.3636363636364","0.54545454545455","March","Online","13.2","21.8","1","6","2","20","28.186274509804"
"ORD533","Pizza Hut","Jersey City, NJ","2025-03-30 18:30:00","2025-03-30 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","1","10","1","March","Online","4.8","15.2","","2","1","18","29.948453608247"
"ORD534","Little Caesars","St. Louis, MO","2025-03-31 19:45:00","2025-03-31 20:25:00","40","XL","Stuffed Crust","5","7.5","High","Card","1","","5.3333333333333","0.66666666666667","March","Online","18","22","1","20","3","19","28.844221105528"
"ORD535","Marco's Pizza","Norfolk, VA","2025-04-01 18:00:00","2025-04-01 18:30:00","30","Medium","Non-Veg","3","4","Medium","UPI","1","","7.5","0.75","April","Online","9.6","20.4","","6","2","18","30.286458333333"
"ORD536","Domino's","Laredo, TX","2025-04-02 20:15:00","2025-04-02 21:00:00","45","Large","Veg","4","9","High","Cash","1","","5","0.44444444444444","April","Offline","21.6","23.4","1","12","3","20","30.259433962264"
"ORD537","Papa John's","Chandler, AZ","2025-04-03 18:00:00","2025-04-03 18:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","April","Online","7.2","12.8","","4","1","18","28.186274509804"
"ORD538","Pizza Hut","Lubbock, TX","2025-04-04 19:15:00","2025-04-04 19:45:00","30","Large","Non-Veg","4","6","Medium","Wallet","1","","5","0.66666666666667","April","Online","14.4","15.6","","12","2","19","29.948453608247"
"ORD539","Little Caesars","Garland, TX","2025-04-05 20:30:00","2025-04-05 21:10:00","40","XL","Cheese Burst","5","8","High","Card","1","1","5","0.625","April","Online","19.2","20.8","1","20","3","20","28.844221105528"
"ORD540","Marco's Pizza","Glendale, AZ","2025-04-06 18:45:00","2025-04-06 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","1","8","0.4","April","Offline","6","14","","1","1","18","30.286458333333"
"ORD541","Domino's","Akron, OH","2025-04-07 19:00:00","2025-04-07 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","April","Online","24","26","1","12","3","19","30.259433962264"
"ORD542","Papa John's","Baton Rouge, LA","2025-04-08 20:00:00","2025-04-08 20:35:00","35","Medium","Gluten-Free","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","April","Online","13.2","21.8","1","6","2","20","28.186274509804"
"ORD543","Pizza Hut","Durham, NC","2025-04-09 18:30:00","2025-04-09 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","April","Online","4.8","15.2","","2","1","18","29.948453608247"
"ORD544","Domino's","Austin, TX","2025-04-10 19:00:00","2025-04-10 19:45:00","45","Large","Thai Chicken","4","7","Medium","Card","1","","6.4285714285714","0.57142857142857","April","Online","16.8","28.2","1","12","2","19","30.259433962264"
"ORD545","Papa John's","Denver, CO","2025-04-11 20:15:00","2025-04-11 20:55:00","40","Medium","Sicilian","3","6.5","High","Wallet","1","","6.1538461538462","0.46153846153846","April","Online","15.6","24.4","1","6","3","20","28.186274509804"
"ORD546","Pizza Hut","Miami, FL","2025-04-12 18:45:00","2025-04-12 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","1","8","0.4","April","Offline","6","14","","1","1","18","29.948453608247"
"ORD547","Little Caesars","Seattle, WA","2025-04-13 19:30:00","2025-04-13 20:10:00","40","XL","Cheese Burst","5","8","High","Card","1","1","5","0.625","April","Online","19.2","20.8","1","20","3","19","28.844221105528"
"ORD548","Marco's Pizza","Portland, OR","2025-04-14 18:00:00","2025-04-14 18:30:00","30","Medium","Non-Veg","3","4","Medium","UPI","1","","7.5","0.75","April","Online","9.6","20.4","","6","2","18","30.286458333333"
"ORD549","Domino's","Chicago, IL","2025-04-15 20:15:00","2025-04-15 21:00:00","45","Large","Veg","4","9","High","Cash","1","","5","0.44444444444444","April","Offline","21.6","23.4","1","12","3","20","30.259433962264"
"ORD550","Papa John's","Boston, MA","2025-04-16 18:00:00","2025-04-16 18:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","April","Online","7.2","12.8","","4","1","18","28.186274509804"
"ORD551","Pizza Hut","Atlanta, GA","2025-04-17 19:15:00","2025-04-17 19:45:00","30","Large","Non-Veg","4","6","Medium","Wallet","1","","5","0.66666666666667","April","Online","14.4","15.6","","12","2","19","29.948453608247"
"ORD552","Little Caesars","Phoenix, AZ","2025-04-18 20:30:00","2025-04-18 21:10:00","40","XL","Cheese Burst","5","8","High","Card","1","","5","0.625","April","Online","19.2","20.8","1","20","3","20","28.844221105528"
"ORD553","Marco's Pizza","San Diego, CA","2025-04-19 18:45:00","2025-04-19 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","1","8","0.4","April","Offline","6","14","","1","1","18","30.286458333333"
"ORD554","Domino's","Columbus, OH","2025-04-20 19:00:00","2025-04-20 19:50:00","50","Large","Non-Veg","4","10","High","Domino's Cash","1","1","5","0.4","April","Offline","24","26","1","12","3","19","30.259433962264"
"ORD555","Papa John's","Charlotte, NC","2025-04-21 20:00:00","2025-04-21 20:35:00","35","Medium","Gluten-Free","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","April","Online","13.2","21.8","1","6","2","20","28.186274509804"
"ORD556","Pizza Hut","Nashville, TN","2025-04-22 18:30:00","2025-04-22 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","April","Online","4.8","15.2","","2","1","18","29.948453608247"
"ORD557","Little Caesars","Oklahoma City, OK","2025-04-23 19:45:00","2025-04-23 20:25:00","40","XL","Stuffed Crust","5","7.5","High","Card","1","","5.3333333333333","0.66666666666667","April","Online","18","22","1","20","3","19","28.844221105528"
"ORD558","Marco's Pizza","Las Vegas, NV","2025-04-24 18:00:00","2025-04-24 18:30:00","30","Medium","Non-Veg","3","4","Medium","UPI","1","","7.5","0.75","April","Online","9.6","20.4","","6","2","18","30.286458333333"
"ORD559","Domino's","Indianapolis, IN","2025-04-25 20:15:00","2025-04-25 21:00:00","45","Large","Veg","4","9","High","Cash","1","","5","0.44444444444444","April","Offline","21.6","23.4","1","12","3","20","30.259433962264"
"ORD560","Papa John's","San Jose, CA","2025-04-26 18:00:00","2025-04-26 18:20:00","20","Medium","Veg","2","3","Low","Card","1","1","6.6666666666667","0.66666666666667","April","Online","7.2","12.8","","4","1","18","28.186274509804"
"ORD561","Pizza Hut","Jacksonville, FL","2025-04-27 19:15:00","2025-04-27 19:45:00","30","Large","Non-Veg","4","6","Medium","Wallet","1","1","5","0.66666666666667","April","Online","14.4","15.6","","12","2","19","29.948453608247"
"ORD562","Little Caesars","Fort Worth, TX","2025-04-28 20:30:00","2025-04-28 21:10:00","40","XL","Cheese Burst","5","8","High","Card","1","","5","0.625","April","Online","19.2","20.8","1","20","3","20","28.844221105528"
"ORD563","Marco's Pizza","Memphis, TN","2025-04-29 18:45:00","2025-04-29 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","","8","0.4","April","Offline","6","14","","1","1","18","30.286458333333"
"ORD564","Domino's","Baltimore, MD","2025-04-30 19:00:00","2025-04-30 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","April","Online","24","26","1","12","3","19","30.259433962264"
"ORD565","Papa John's","Milwaukee, WI","2025-05-01 20:00:00","2025-05-01 20:35:00","35","Medium","Gluten-Free","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","May","Online","13.2","21.8","1","6","2","20","28.186274509804"
"ORD566","Pizza Hut","Albuquerque, NM","2025-05-02 18:30:00","2025-05-02 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","May","Online","4.8","15.2","","2","1","18","29.948453608247"
"ORD567","Little Caesars","Tucson, AZ","2025-05-03 19:45:00","2025-05-03 20:25:00","40","XL","Stuffed Crust","5","7.5","High","Card","1","1","5.3333333333333","0.66666666666667","May","Online","18","22","1","20","3","19","28.844221105528"
"ORD568","Marco's Pizza","Fresno, CA","2025-05-04 18:00:00","2025-05-04 18:30:00","30","Medium","Non-Veg","3","4","Medium","UPI","1","1","7.5","0.75","May","Online","9.6","20.4","","6","2","18","30.286458333333"
"ORD569","Domino's","Sacramento, CA","2025-05-05 20:15:00","2025-05-05 21:00:00","45","Large","Veg","4","9","High","Cash","1","","5","0.44444444444444","May","Offline","21.6","23.4","1","12","3","20","30.259433962264"
"ORD570","Papa John's","Milwaukee, WI","2025-05-01 20:00:00","2025-05-01 20:35:00","35","Medium","Gluten-Free","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","May","Online","13.2","21.8","1","6","2","20","28.186274509804"
"ORD571","Domino's","New York, NY","2025-05-07 19:00:00","2025-05-07 19:45:00","45","Large","Thai Chicken","4","7","Medium","Card","1","","6.4285714285714","0.57142857142857","May","Online","16.8","28.2","1","12","2","19","30.259433962264"
"ORD572","Papa John's","Los Angeles, CA","2025-05-08 20:15:00","2025-05-08 20:55:00","40","Medium","Sicilian","3","6.5","High","Wallet","1","","6.1538461538462","0.46153846153846","May","Online","15.6","24.4","1","6","3","20","28.186274509804"
"ORD573","Pizza Hut","Chicago, IL","2025-05-09 18:45:00","2025-05-09 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","","8","0.4","May","Offline","6","14","","1","1","18","29.948453608247"
"ORD574","Little Caesars","Houston, TX","2025-05-10 19:30:00","2025-05-10 20:10:00","40","XL","Cheese Burst","5","8","High","Card","1","1","5","0.625","May","Online","19.2","20.8","1","20","3","19","28.844221105528"
"ORD575","Marco's Pizza","Phoenix, AZ","2025-05-11 18:00:00","2025-05-11 18:30:00","30","Medium","Non-Veg","3","4","Medium","UPI","1","1","7.5","0.75","May","Online","9.6","20.4","","6","2","18","30.286458333333"
"ORD576","Domino's","Philadelphia, PA","2025-05-12 20:15:00","2025-05-12 21:00:00","45","Large","Veg","4","9","High","Cash","1","","5","0.44444444444444","May","Offline","21.6","23.4","1","12","3","20","30.259433962264"
"ORD577","Papa John's","San Antonio, TX","2025-05-13 18:00:00","2025-05-13 18:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","May","Online","7.2","12.8","","4","1","18","28.186274509804"
"ORD578","Pizza Hut","San Diego, CA","2025-05-14 19:15:00","2025-05-14 19:45:00","30","Large","Non-Veg","4","6","Medium","Wallet","1","","5","0.66666666666667","May","Online","14.4","15.6","","12","2","19","29.948453608247"
"ORD579","Little Caesars","Dallas, TX","2025-05-15 20:30:00","2025-05-15 21:10:00","40","XL","Cheese Burst","5","8","High","Card","1","","5","0.625","May","Online","19.2","20.8","1","20","3","20","28.844221105528"
"ORD580","Marco's Pizza","San Jose, CA","2025-05-16 18:45:00","2025-05-16 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","","8","0.4","May","Offline","6","14","","1","1","18","30.286458333333"
"ORD581","Domino's","Austin, TX","2025-05-17 19:00:00","2025-05-17 19:50:00","50","Large","Non-Veg","4","10","High","Domino's Cash","1","1","5","0.4","May","Offline","24","26","1","12","3","19","30.259433962264"
"ORD582","Papa John's","Jacksonville, FL","2025-05-18 20:00:00","2025-05-18 20:35:00","35","Medium","Gluten-Free","3","5.5","Medium","Wallet","1","1","6.3636363636364","0.54545454545455","May","Online","13.2","21.8","1","6","2","20","28.186274509804"
"ORD583","Pizza Hut","Fort Worth, TX","2025-05-19 18:30:00","2025-05-19 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","May","Online","4.8","15.2","","2","1","18","29.948453608247"
"ORD584","Little Caesars","Columbus, OH","2025-05-20 19:45:00","2025-05-20 20:25:00","40","XL","Stuffed Crust","5","7.5","High","Card","1","","5.3333333333333","0.66666666666667","May","Online","18","22","1","20","3","19","28.844221105528"
"ORD585","Marco's Pizza","Charlotte, NC","2025-05-21 18:00:00","2025-05-21 18:30:00","30","Medium","Non-Veg","3","4","Medium","UPI","1","","7.5","0.75","May","Online","9.6","20.4","","6","2","18","30.286458333333"
"ORD586","Domino's","San Francisco, CA","2025-05-22 20:15:00","2025-05-22 21:00:00","45","Large","Veg","4","9","High","Cash","1","","5","0.44444444444444","May","Offline","21.6","23.4","1","12","3","20","30.259433962264"
"ORD587","Papa John's","Indianapolis, IN","2025-05-23 18:00:00","2025-05-23 18:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","May","Online","7.2","12.8","","4","1","18","28.186274509804"
"ORD588","Pizza Hut","Seattle, WA","2025-05-24 19:15:00","2025-05-24 19:45:00","30","Large","Non-Veg","4","6","Medium","Wallet","1","1","5","0.66666666666667","May","Online","14.4","15.6","","12","2","19","29.948453608247"
"ORD589","Little Caesars","Denver, CO","2025-05-25 20:30:00","2025-05-25 21:10:00","40","XL","Cheese Burst","5","8","High","Card","1","1","5","0.625","May","Online","19.2","20.8","1","20","3","20","28.844221105528"
"ORD590","Marco's Pizza","Washington, DC","2025-05-26 18:45:00","2025-05-26 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","","8","0.4","May","Offline","6","14","","1","1","18","30.286458333333"
"ORD591","Domino's","Boston, MA","2025-05-27 19:00:00","2025-05-27 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","May","Online","24","26","1","12","3","19","30.259433962264"
"ORD592","Papa John's","El Paso, TX","2025-05-28 20:00:00","2025-05-28 20:35:00","35","Medium","Gluten-Free","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","May","Online","13.2","21.8","1","6","2","20","28.186274509804"
"ORD593","Pizza Hut","Detroit, MI","2025-05-29 18:30:00","2025-05-29 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","May","Online","4.8","15.2","","2","1","18","29.948453608247"
"ORD594","Little Caesars","Nashville, TN","2025-05-30 19:45:00","2025-05-30 20:25:00","40","XL","Stuffed Crust","5","7.5","High","Card","1","","5.3333333333333","0.66666666666667","May","Online","18","22","1","20","3","19","28.844221105528"
"ORD595","Marco's Pizza","Memphis, TN","2025-05-31 18:00:00","2025-05-31 18:30:00","30","Medium","Non-Veg","3","4","Medium","UPI","1","1","7.5","0.75","May","Online","9.6","20.4","","6","2","18","30.286458333333"
"ORD596","Domino's","Portland, OR","2025-06-01 20:15:00","2025-06-01 21:00:00","45","Large","Veg","4","9","High","Cash","1","1","5","0.44444444444444","June","Offline","21.6","23.4","1","12","3","20","30.259433962264"
"ORD597","Papa John's","Oklahoma City, OK","2025-06-02 18:00:00","2025-06-02 18:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","June","Online","7.2","12.8","","4","1","18","28.186274509804"
"ORD598","Pizza Hut","Las Vegas, NV","2025-06-03 19:15:00","2025-06-03 19:45:00","30","Large","Non-Veg","4","6","Medium","Wallet","1","","5","0.66666666666667","June","Online","14.4","15.6","","12","2","19","29.948453608247"
"ORD599","Little Caesars","Atlanta, GA","2025-06-04 20:30:00","2025-06-04 21:10:00","40","XL","Cheese Burst","5","8","High","Card","1","","5","0.625","June","Online","19.2","20.8","1","20","3","20","28.844221105528"
"ORD600","Marco's Pizza","Miami, FL","2025-06-05 18:45:00","2025-06-05 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","","8","0.4","June","Offline","6","14","","1","1","18","30.286458333333"
"ORD601","Domino's","New York, NY","2025-06-06 19:00:00","2025-06-06 19:45:00","45","Large","Thai Chicken","4","7","Medium","Card","1","","6.4285714285714","0.57142857142857","June","Online","16.8","28.2","1","12","2","19","30.259433962264"
"ORD602","Papa John's","Los Angeles, CA","2025-06-07 20:15:00","2025-06-07 20:55:00","40","Medium","Sicilian","3","6.5","High","Wallet","1","1","6.1538461538462","0.46153846153846","June","Online","15.6","24.4","1","6","3","20","28.186274509804"
"ORD603","Pizza Hut","Chicago, IL","2025-06-08 18:45:00","2025-06-08 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","1","8","0.4","June","Offline","6","14","","1","1","18","29.948453608247"
"ORD604","Little Caesars","Houston, TX","2025-06-09 19:30:00","2025-06-09 20:10:00","40","XL","Cheese Burst","5","8","High","Card","1","","5","0.625","June","Online","19.2","20.8","1","20","3","19","28.844221105528"
"ORD605","Marco's Pizza","Phoenix, AZ","2025-06-10 18:00:00","2025-06-10 18:30:00","30","Medium","Non-Veg","3","4","Medium","UPI","1","","7.5","0.75","June","Online","9.6","20.4","","6","2","18","30.286458333333"
"ORD606","Domino's","Philadelphia, PA","2025-06-11 20:15:00","2025-06-11 21:00:00","45","Large","Veg","4","9","High","Cash","1","","5","0.44444444444444","June","Offline","21.6","23.4","1","12","3","20","30.259433962264"
"ORD607","Papa John's","San Antonio, TX","2025-06-12 18:00:00","2025-06-12 18:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","June","Online","7.2","12.8","","4","1","18","28.186274509804"
"ORD608","Pizza Hut","San Diego, CA","2025-06-13 19:15:00","2025-06-13 19:45:00","30","Large","Non-Veg","4","6","Medium","Wallet","1","","5","0.66666666666667","June","Online","14.4","15.6","","12","2","19","29.948453608247"
"ORD609","Little Caesars","Dallas, TX","2025-06-14 20:30:00","2025-06-14 21:10:00","40","XL","Cheese Burst","5","8","High","Card","1","1","5","0.625","June","Online","19.2","20.8","1","20","3","20","28.844221105528"
"ORD610","Marco's Pizza","San Jose, CA","2025-06-15 18:45:00","2025-06-15 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","1","8","0.4","June","Offline","6","14","","1","1","18","30.286458333333"
"ORD611","Domino's","Austin, TX","2025-06-16 19:00:00","2025-06-16 19:50:00","50","Large","Non-Veg","4","10","High","Domino's Cash","1","","5","0.4","June","Offline","24","26","1","12","3","19","30.259433962264"
"ORD612","Papa John's","Jacksonville, FL","2025-06-17 20:00:00","2025-06-17 20:35:00","35","Medium","Gluten-Free","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","June","Online","13.2","21.8","1","6","2","20","28.186274509804"
"ORD613","Pizza Hut","Fort Worth, TX","2025-06-18 18:30:00","2025-06-18 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","June","Online","4.8","15.2","","2","1","18","29.948453608247"
"ORD614","Little Caesars","Columbus, OH","2025-06-19 19:45:00","2025-06-19 20:25:00","40","XL","Stuffed Crust","5","7.5","High","Card","1","","5.3333333333333","0.66666666666667","June","Online","18","22","1","20","3","19","28.844221105528"
"ORD615","Marco's Pizza","Charlotte, NC","2025-06-20 18:00:00","2025-06-20 18:30:00","30","Medium","Non-Veg","3","4","Medium","UPI","1","","7.5","0.75","June","Online","9.6","20.4","","6","2","18","30.286458333333"
"ORD616","Domino's","San Francisco, CA","2025-06-21 20:15:00","2025-06-21 21:00:00","45","Large","Veg","4","9","High","Cash","1","1","5","0.44444444444444","June","Offline","21.6","23.4","1","12","3","20","30.259433962264"
"ORD617","Papa John's","Indianapolis, IN","2025-06-22 18:00:00","2025-06-22 18:20:00","20","Medium","Veg","2","3","Low","Card","1","1","6.6666666666667","0.66666666666667","June","Online","7.2","12.8","","4","1","18","28.186274509804"
"ORD618","Pizza Hut","Seattle, WA","2025-06-23 19:15:00","2025-06-23 19:45:00","30","Large","Non-Veg","4","6","Medium","Wallet","1","","5","0.66666666666667","June","Online","14.4","15.6","","12","2","19","29.948453608247"
"ORD619","Little Caesars","Denver, CO","2025-06-24 20:30:00","2025-06-24 21:10:00","40","XL","Cheese Burst","5","8","High","Card","1","","5","0.625","June","Online","19.2","20.8","1","20","3","20","28.844221105528"
"ORD620","Marco's Pizza","Washington, DC","2025-06-25 18:45:00","2025-06-25 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","","8","0.4","June","Offline","6","14","","1","1","18","30.286458333333"
"ORD621","Domino's","Boston, MA","2025-06-26 19:00:00","2025-06-26 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","June","Online","24","26","1","12","3","19","30.259433962264"
"ORD622","Papa John's","El Paso, TX","2025-06-27 20:00:00","2025-06-27 20:35:00","35","Medium","Gluten-Free","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","June","Online","13.2","21.8","1","6","2","20","28.186274509804"
"ORD623","Pizza Hut","Detroit, MI","2025-06-28 18:30:00","2025-06-28 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","1","10","1","June","Online","4.8","15.2","","2","1","18","29.948453608247"
"ORD624","Little Caesars","Nashville, TN","2025-06-29 19:45:00","2025-06-29 20:25:00","40","XL","Stuffed Crust","5","7.5","High","Card","1","1","5.3333333333333","0.66666666666667","June","Online","18","22","1","20","3","19","28.844221105528"
"ORD625","Domino's","Austin, TX","2025-06-15 19:20:00","2025-06-15 19:55:00","35","Large","Cheese Burst","4","5.4","Medium","Card","1","1","6.4814814814815","0.74074074074074","June","Online","12.96","22.04","1","12","2","19","30.259433962264"
"ORD626","Pizza Hut","Miami, FL","2025-06-15 20:00:00","2025-06-15 20:30:00","30","Medium","Veg","2","4.1","Low","Wallet","1","1","7.3170731707317","0.48780487804878","June","Online","9.84","20.16","","4","1","20","29.948453608247"
"ORD627","Little Caesars","Atlanta, GA","2025-06-15 20:05:00","2025-06-15 20:55:00","50","XL","Non-Veg","5","8.7","High","Cash","1","1","5.7471264367816","0.57471264367816","June","Offline","20.88","29.12","1","20","3","20","28.844221105528"
"ORD628","Domino's","Austin, TX","2025-06-15 21:00:00","2025-06-15 21:35:00","35","Large","Cheese Burst","4","5.4","Medium","Card","1","1","6.4814814814815","0.74074074074074","June","Online","12.96","22.04","1","12","2","21","30.259433962264"
"ORD629","Papa John's","Seattle, WA","2025-06-16 17:45:00","2025-06-16 18:10:00","25","Medium","Gluten-Free","3","3.9","Low","UPI","","","6.4102564102564","0.76923076923077","June","Online","9.36","15.64","","6","1","17","28.186274509804"
"ORD630","Pizza Hut","Miami, FL","2025-06-16 18:30:00","2025-06-16 19:10:00","40","Large","Stuffed Crust","5","6","Medium","Wallet","1","","6.6666666666667","0.83333333333333","June","Online","14.4","25.6","1","15","2","18","29.948453608247"
"ORD631","Domino's","Phoenix, AZ","2025-06-16 19:00:00","2025-06-16 19:35:00","35","Medium","Veg","2","4.5","Medium","Hut Points","1","","7.7777777777778","0.44444444444444","June","Offline","10.8","24.2","1","4","2","19","30.259433962264"
"ORD632","Pizza Hut","Dallas, TX","2025-06-16 20:15:00","2025-06-16 21:00:00","45","Large","Cheese Burst","4","7.2","High","Card","1","","6.25","0.55555555555556","June","Online","17.28","27.72","1","12","3","20","29.948453608247"
"ORD633","Domino's","Austin, TX","2025-06-16 21:10:00","2025-06-16 21:40:00","30","Large","Cheese Burst","4","5.4","Medium","Cash","1","","5.5555555555556","0.74074074074074","June","Offline","12.96","17.04","","12","2","21","30.259433962264"
"ORD634","Little Caesars","Chicago, IL","2025-06-17 18:10:00","2025-06-17 18:50:00","40","XL","Sicilian","5","7.8","High","UPI","1","","5.1282051282051","0.64102564102564","June","Online","18.72","21.28","1","20","3","18","28.844221105528"
"ORD635","Marco’s Pizza","Tampa, FL","2025-06-17 19:15:00","2025-06-17 19:40:00","25","Small","Thai Chicken","3","3.2","Medium","Card","1","","7.8125","0.9375","June","Online","7.68","17.32","","3","2","19","26.666666666667"
"ORD636","Pizza Hut","Miami, FL","2025-06-17 20:00:00","2025-06-17 20:30:00","30","Medium","Veg","2","4.1","Low","Wallet","1","","7.3170731707317","0.48780487804878","June","Online","9.84","20.16","","4","1","20","29.948453608247"
